row_id,icd9_code,short_title,long_title,charlson_puntaje
10396,90222,Injury hepatic artery,Injury to hepatic artery,0
10397,90223,Injury splenic artery,Injury to splenic artery,0
10398,9601,Pois-antifungal antibiot,Poisoning by antifungal antibiotics,0
10399,9602,Poison-chloramphenicol,Poisoning by chloramphenicol group,0
10400,9603,Pois-erythromyc/macrolid,Poisoning by erythromycin and other macrolides,0
10401,9604,Poisoning-tetracycline,Poisoning by tetracycline group,0
10402,9605,Pois-cephalosporin group,Poisoning of cephalosporin group,0
10403,9606,Pois-antimycobac antibio,Poisoning of antimycobacterial antibiotics,0
10404,9607,Pois-antineop antibiotic,Poisoning by antineoplastic antibiotics,0
10405,9608,Poisoning-antibiotic NEC,Poisoning by other specified antibiotics,0
10406,9609,Poisoning-antibiotic NOS,Poisoning by unspecified antibiotic,0
10407,9610,Poisoning-sulfonamides,Poisoning by sulfonamides,0
10408,9611,Pois-arsenic anti-infec,Poisoning by arsenical anti-infectives,0
10409,9612,Pois-heav met anti-infec,Poisoning by heavy metal anti-infectives,0
10410,9613,Pois-quinoline/hydroxyqu,Poisoning by quinoline and hydroxyquinoline derivatives,0
10411,9614,Poisoning-antimalarials,Poisoning by antimalarials and drugs acting on other blood protozoa,0
10412,9615,Pois-antiprotoz drug NEC,Poisoning by other antiprotozoal drugs,0
10413,9616,Poisoning-anthelmintics,Poisoning by anthelmintics,0
10414,9617,Poisoning-antiviral drug,Poisoning by antiviral drugs,0
10415,9618,Pois-antimycobac drg NEC,Poisoning by other antimycobacterial drugs,0
10416,9619,Pois-anti-infect NEC/NOS,Poisoning by other and unspecified anti-infectives,0
10417,9620,Pois-corticosteroids,Poisoning by adrenal cortical steroids,0
10418,9621,Poisoning-androgens,Poisoning by androgens and anabolic congeners,0
10419,9622,Poisoning-ovarian hormon,Poisoning by ovarian hormones and synthetic substitutes,0
10420,9623,Poison-insulin/antidiab,Poisoning by insulins and antidiabetic agents,0
10421,9624,Pois-ant pituitary horm,Poisoning by anterior pituitary hormones,0
10422,9625,Pois-post pituitary horm,Poisoning by posterior pituitary hormones,0
10423,9626,Poisoning-parathyroids,Poisoning by parathyroid and parathyroid derivatives,0
10424,9627,Poisoning-thyroid/deriv,Poisoning by thyroid and thyroid derivatives,0
10425,9628,Poison-antithyroid agent,Poisoning by antithyroid agents,0
10426,9629,Poisoning hormon NEC/NOS,Poisoning by other and unspecified hormones and synthetic substitutes,0
10427,9630,Pois-antiallrg/antiemet,Poisoning by antiallergic and antiemetic drugs,0
10428,9631,Pois-antineopl/immunosup,Poisoning by antineoplastic and immunosuppressive drugs,0
10429,9632,Poisoning-acidifying agt,Poisoning by acidifying agents,0
10430,9633,Poisoning-alkalizing agt,Poisoning by alkalizing agents,0
10431,9634,Poisoning-enzymes NEC,"Poisoning by enzymes, not elsewhere classified",0
10432,9635,Poisoning-vitamins NEC,"Poisoning by vitamins, not elsewhere classified",0
10433,9638,Poisoning-system agt NEC,Poisoning by other specified systemic agents,0
10434,9639,Poisoning-system agt NOS,Poisoning by unspecified systemic agent,0
10435,9170,Abrasion foot & toe,"Abrasion or friction burn of foot and toe(s), without mention of infection",0
10436,9171,Abrasion foot/toe-infec,"Abrasion or friction burn of foot and toe(s), infected",0
10437,9172,Blister foot & toe,"Blister of foot and toe(s), without mention of infection",0
10438,9173,Blister foot & toe-infec,"Blister of foot and toe(s), infected",0
10439,9174,Insect bite foot/toe,"Insect bite, nonvenomous, of foot and toe(s), without mention of infection",0
10440,9175,Insect bite foot/toe-inf,"Insect bite, nonvenomous, of foot and toe(s), infected",0
10441,9176,Foreign body foot & toe,"Superficial foreign body (splinter) of foot and toe(s), without major open wound and without mention of infection",0
10442,9177,Foreign bdy foot/toe-inf,"Superficial foreign body (splinter) of foot and toe(s), without major open wound, infected",0
10443,9178,Superf inj foot/toe NEC,"Other and unspecified superficial injury of foot and toes, without mention of infection",0
10444,9179,Superf inj foot NEC-inf,"Other and unspecified superficial injury of foot and toes, infected",0
10445,9180,Superfic inj periocular,Superficial injury of eyelids and periocular area,0
10446,9181,Superficial inj cornea,Superficial injury of cornea,0
10447,9182,Superfic inj conjunctiva,Superficial injury of conjunctiva,0
10448,9189,Superficial inj eye NEC,Other and unspecified superficial injuries of eye,0
10449,9190,Abrasion NEC,"Abrasion or friction burn of other, multiple, and unspecified sites, without mention of infection",0
10450,9191,Abrasion NEC-infected,"Abrasion or friction burn of other, multiple, and unspecified sites, infected",0
10451,9192,Blister NEC,"Blister of other, multiple, and unspecified sites, without mention of infection",0
10452,9193,Blister NEC-infected,"Blister of other, multiple, and unspecified sites, infected",0
10453,9194,Insect bite NEC,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, without mention of infection",0
10454,9195,Insect bite NEC-infected,"Insect bite, nonvenomous, of other, multiple, and unspecified sites, infected",0
10455,9196,Superfic foreign bdy NEC,"Superficial foreign body (splinter) of other, multiple, and unspecified sites, without major open wound and without mention of infection",0
10456,9918,Effect reduced temp NEC,Other specified effects of reduced temperature,0
10457,9919,Effect reduced temp NOS,Unspecified effect of reduced temperature,0
10458,9920,Heat stroke & sunstroke,Heat stroke and sunstroke,0
10459,9921,Heat syncope,Heat syncope,0
10460,9922,Heat cramps,Heat cramps,0
10461,9923,Heat exhaust-anhydrotic,"Heat exhaustion, anhydrotic",0
10462,9924,Heat exhaust-salt deple,Heat exhaustion due to salt depletion,0
10463,9925,Heat exhaustion NOS,"Heat exhaustion, unspecified",0
10464,9926,"Heat fatigue, transient","Heat fatigue, transient",0
10465,9927,Heat edema,Heat edema,0
10466,9928,Heat effect NEC,Other specified heat effects,0
10467,9929,Heat effect NOS,Unspecified effects of heat and light,0
10468,9930,"Barotrauma, otitic","Barotrauma, otitic",0
10469,9931,"Barotrauma, sinus","Barotrauma, sinus",0
10470,9932,Eff high altitud NEC/NOS,Other and unspecified effects of high altitude,0
10471,9933,Caisson disease,Caisson disease,0
10472,9934,Eff air press by explos,Effects of air pressure caused by explosion,0
10473,9938,Effect air pressure NEC,Other specified effects of air pressure,0
10474,9939,Effect air pressure NOS,Unspecified effect of air pressure,0
10475,9940,Effects of lightning,Effects of lightning,0
10476,9941,Drowning/nonfatal submer,Drowning and nonfatal submersion,0
10477,9942,Effects of hunger,Effects of hunger,0
10478,9943,Effects of thirst,Effects of thirst,0
10479,9944,Exhaustion-exposure,Exhaustion due to exposure,0
10480,9945,Exhaustion-excess exert,Exhaustion due to excessive exertion,0
10481,9946,Motion sickness,Motion sickness,0
10482,9947,Asphyxiation/strangulat,Asphyxiation and strangulation,0
10483,9948,Effects electric current,Electrocution and nonfatal effects of electric current,0
10484,9949,Effect external caus NEC,Other effects of external causes,0
10485,9950,Other anaphylactic react,Other anaphylactic reaction,0
10486,9951,Angioneurotic edema,"Angioneurotic edema, not elsewhere classified",0
10487,99520,Adv eff med/biol sub NOS,"Unspecified adverse effect of unspecified drug, medicinal and biological substance",0
10488,99521,Arthus phenomenon,Arthus phenomenon,0
10489,99522,Adv eff anesthesia NOS,Unspecified adverse effect of anesthesia,0
10490,99523,Adverse eff insulin NOS,Unspecified adverse effect of insulin,0
10491,99524,Fail mod sedate dur proc,Failed moderate sedation during procedure,0
10492,99527,Drug allergy NEC,Other drug allergy,0
10493,99529,Adv eff med/biol NEC/NOS,"Unspecified adverse effect of other drug, medicinal and biological substance",0
10494,9953,"Allergy, unspecified","Allergy, unspecified, not elsewhere classified",0
10495,9954,Shock due to anesthesia,"Shock due to anesthesia, not elsewhere classified",0
10496,99550,Child abuse NOS,"Child abuse, unspecified",0
10497,99551,Child emotnl/psych abuse,Child emotional/psychological abuse,0
10498,99552,Child neglect-nutrition,Child neglect (nutritional),0
10499,99553,Child sexual abuse,Child sexual abuse,0
10500,99554,Child physical abuse,Child physical abuse,0
10501,99555,Shaken infant syndrome,Shaken baby syndrome,0
10502,99559,Child abuse/neglect NEC,Other child abuse and neglect,0
10503,99560,Anphylct react food NOS,Anaphylactic reaction due to unspecified food,0
10504,99561,Anphylct react peanuts,Anaphylactic reaction due to peanuts,0
10505,99562,Anphylct react crstacns,Anaphylactic reaction due to crustaceans,0
10506,99563,Anphylct react frts veg,Anaphylactic reaction due to fruits and vegetables,0
10507,99564,Anphyl react tr nts seed,Anaphylactic reaction due to tree nuts and seeds,0
10508,99565,Anphylct reaction fish,Anaphylactic reaction due to fish,0
10509,99566,Anphylct react food addv,Anaphylactic reaction due to food additives,0
10510,99567,Anphylct react milk prod,Anaphylactic reaction due to milk products,0
10511,99568,Anphylct reaction eggs,Anaphylactic reaction due to eggs,0
10512,99569,Anphyl react oth sp food,Anaphylactic reaction due to other specified food,0
10513,E9022,Air press change: diving,Accident due to changes in air pressure due to diving,0
10514,E9028,Air pressure change NEC,Accident due to changes in air pressure due to other specified causes,0
10515,E9029,Air pressure change NOS,Accident due to changes in air pressure from unspecified cause,0
10516,E903,Travel and motion,Accident caused by travel and motion,0
10517,E9040,Abandonment/lack of care,Accident due to abandonment or neglect of infants and helpless persons,0
10518,E9041,Lack of food,Accident due to lack of food,0
10519,E9042,Lack of water,Accident due to lack of water,0
10520,E9043,Exposure NEC,"Accident due to exposure (to weather conditions), not elsewhere classifiable",0
10521,E9049,Privation NOS,"Accident due to privation, unqualified",0
10522,E9050,Venomous snake bite,Venomous snakes and lizards causing poisoning and toxic reactions,0
10523,94254,3rd deg burn w loss-back,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of back [any part]",0
10524,94255,3rd brn w loss-genitalia,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of genitalia",0
10525,94259,3rd brn w loss-trunk NEC,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of other and multiple sites of trunk,",0
10526,94300,Burn NOS arm-unspec,"Burn of unspecified degree of upper limb, except wrist and hand, unspecified site",0
10527,94301,Burn NOS forearm,Burn of unspecified degree of forearm,0
10528,94302,Burn NOS elbow,Burn of unspecified degree of elbow,0
10529,94303,Burn NOS upper arm,Burn of unspecified degree of upper arm,0
10530,94304,Burn NOS axilla,Burn of unspecified degree of axilla,0
10531,94305,Burn NOS shoulder,Burn of unspecified degree of shoulder,0
10532,94306,Burn NOS scapula,Burn of unspecified degree of scapular region,0
10533,94309,Burn NOS arm-multiple,"Burn of unspecified degree of multiple sites of upper limb, except wrist and hand",0
10534,94310,1st deg burn arm NOS,"Erythema [first degree] of upper limb, unspecified site",0
10535,94311,1st deg burn forearm,Erythema [first degree] of forearm,1
10536,94312,1st deg burn elbow,Erythema [first degree] of elbow,1
10537,94313,1st deg burn upper arm,Erythema [first degree] of upper arm,1
10538,94314,1st deg burn axilla,Erythema [first degree] of axilla,1
10539,94315,1st deg burn shoulder,Erythema [first degree] of shoulder,1
10540,94316,1st deg burn scapula,Erythema [first degree] of scapular region,1
10541,94319,1st deg burn arm-mult,"Erythema [first degree] of multiple sites of upper limb, except wrist and hand",1
10542,94320,2nd deg burn arm NOS,"Blisters, epidermal loss [second degree] of upper limb, unspecified site",1
10543,94321,2nd deg burn forearm,"Blisters, epidermal loss [second degree] of forearm",1
10544,94322,2nd deg burn elbow,"Blisters, epidermal loss [second degree] of elbow",1
10545,94323,2nd deg burn upper arm,"Blisters, epidermal loss [second degree] of upper arm",1
10546,94324,2nd deg burn axilla,"Blisters, epidermal loss [second degree] of axilla",1
10547,94325,2nd deg burn shoulder,"Blisters, epidermal loss [second degree] of shoulder",1
10548,94326,2nd deg burn scapula,"Blisters, epidermal loss [second degree] of scapular region",1
10549,94329,2nd deg burn arm-mult,"Blisters, epidermal loss [second degree] of multiple sites of upper limb, except wrist and hand",1
10550,94330,3rd deg burn arm NOS,"Full-thickness skin [third degree, not otherwise specified] of upper limb, unspecified site",1
10551,94331,3rd deg burn forearm,"Full-thickness skin loss [third degree, not otherwise specified] of forearm",1
10552,94332,3rd deg burn elbow,"Full-thickness skin loss [third degree, not otherwise specified] of elbow",1
10553,94333,3rd deg burn upper arm,"Full-thickness skin loss [third degree, not otherwise specified] of upper arm",1
10554,94334,3rd deg burn axilla,"Full-thickness skin loss [third degree, not otherwise specified] of axilla",1
10555,94335,3rd deg burn shoulder,"Full-thickness skin loss [third degree, not otherwise specified] of shoulder",1
10556,94336,3rd deg burn scapula,"Full-thickness skin loss [third degree, not otherwise specified] of scapular region",1
10557,94339,3rd deg burn arm-mult,"Full-thickness skin loss [third degree, not otherwise specified] of multiple sites of upper limb, except wrist and hand",1
10558,94340,Deep 3 deg burn arm NOS,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of upper limb,unspecified site",1
10559,94341,Deep 3 deg burn forearm,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of forearm",1
10560,94342,Deep 3 deg burn elbow,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of elbow",1
10561,94343,Deep 3 deg brn upper arm,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of upper arm",1
10562,94344,Deep 3 deg burn axilla,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of axilla",1
10563,94345,Deep 3 deg burn shoulder,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of shoulder",1
10564,94346,Deep 3 deg burn scapula,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of scapular region",1
10565,94349,Deep 3 deg burn arm-mult,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of multiple sites of upper limb, except wrist and hand",1
10566,94350,3rd burn w loss-arm NOS,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of upper limb, unspecified site",1
10567,94351,3rd burn w loss-forearm,"Deep necrosis of underlying tissues [deep third degree) with loss of a body part, of forearm",1
10568,94352,3rd burn w loss-elbow,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of elbow",1
10569,E8012,RR coll w oth obj-pedest,Railway accident involving collision with other object and injuring pedestrian,1
10570,E8013,RR coll w oth obj-cycl,Railway accident involving collision with other object and injuring pedal cyclist,1
10571,E8018,RR col w oth obj-per NEC,Railway accident involving collision with other object and injuring other specified person,1
10572,E8019,RR col w oth obj-per NOS,Railway accident involving collision with other object and injuring unspecified person,1
10573,E8020,RR acc w derail-employee,Railway accident involving derailment without antecedent collision injuring railway employee,1
10574,E8021,RR acc w derail-passeng,Railway accident involving derailment without antecedent collision injuring passenger on railway,1
10575,E8022,RR acc w derail-pedest,Railway accident involving derailment without antecedent collision injuring pedestrian,1
10576,E8023,RR acc w derail-ped cycl,Railway accident involving derailment without antecedent collision injuring pedal cyclist,1
10577,E8028,RR acc w derail-pers NEC,Railway accident involving derailment without antecedent collision injuring other specified person,1
10578,E8029,RR acc w derail-pers NOS,Railway accident involving derailment without antecedent collision injuring unspecified person,1
10579,E8030,RR acc w explosion-empl,"Railway accident involving explosion, fire, or burning injuring railway employee",1
10580,E8031,RR acc w explos-pasngr,"Railway accident involving explosion, fire, or burning injuring passenger on railway",1
10581,E8032,RR acc w explos-pedest,"Railway accident involving explosion, fire, or burning injuring pedestrian",1
10582,E8033,RR acc w explos-ped cycl,"Railway accident involving explosion, fire, or burning injuring pedal cyclist",1
10583,E8038,RR acc w explos-pers NEC,"Railway accident involving explosion, fire, or burning injuring other specified person",1
10584,E8039,RR acc w explos-pers NOS,"Railway accident involving explosion, fire, or burning injuring unspecified person",1
10585,67381,Pulmon embol NEC-deliver,"Other obstetrical pulmonary embolism, delivered, with or without mention of antepartum condition",1
10586,67382,Pulm embol NEC-del w p/p,"Other obstetrical pulmonary embolism, delivered, with mention of postpartum complication",1
10587,67383,Pulmon embol NEC-antepar,"Other obstetrical pulmonary embolism, antepartum condition or complication",1
10588,67384,Pulmon embol NEC-postpar,"Other obstetrical pulmonary embolism, postpartum condition or complication",1
10589,67400,Puerp cerebvasc dis-unsp,"Cerebrovascular disorders in the puerperium, unspecified as to episode of care or not applicable",1
10590,67401,Puerp cerebvas dis-deliv,"Cerebrovascular disorders in the puerperium, delivered, with or without mention of antepartum condition",1
10591,67402,Cerebvas dis-deliv w p/p,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication",1
10592,67403,Cerebrovasc dis-antepart,"Cerebrovascular disorders in the puerperium, antepartum condition or complication",1
10593,67404,Cerebrovasc dis-postpart,"Cerebrovascular disorders in the puerperium, postpartum condition or complication",1
10594,67410,Disrupt c-sect wnd-unsp,"Disruption of cesarean wound, unspecified as to episode of care or not applicable",1
10595,67412,Disrupt c-sect-del w p/p,"Disruption of cesarean wound, delivered, with mention of postpartum complication",1
10596,67414,Disrupt c-sect-postpart,"Disruption of cesarean wound, postpartum condition or complication",1
10597,67420,Disrupt perineum-unspec,"Disruption of perineal wound, unspecified as to episode of care or not applicable",1
10598,67422,Disrupt perin-del w p/p,"Disruption of perineal wound, delivered, with mention of postpartum complication",1
10599,67424,Disrupt perineum-postpar,"Disruption of perineal wound, postpartum condition or complication",1
10600,67430,Ob surg compl NEC-unspec,"Other complications of obstetrical surgical wounds, unspecified as to episode of care or not applicable",1
10601,67432,Ob surg compl-del w p/p,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication",1
10602,67434,Ob surg comp NEC-postpar,"Other complications of obstetrical surgical wounds, postpartum condition or complication",1
10603,67440,Placental polyp-unspec,"Placental polyp, unspecified as to episode of care or not applicable",1
10604,67442,Placent polyp-del w p/p,"Placental polyp, delivered, with mention of postpartum complication",1
10605,67444,Placental polyp-postpart,"Placental polyp, postpartum condition or complication",1
10606,67450,Peripart cardiomy-unspec,"Peripartum cardiomyopathy, unspecified as to episode of care or not applicable",1
10607,67451,Peripartum cardiomy-del,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition",1
10608,67452,Peripart card del w p/p,"Peripartum cardiomyopathy, delivered, with mention of postpartum condition",1
10609,67453,Peripartum card-antepart,"Peripartum cardiomyopathy, antepartum condition or complication",1
10610,67454,Peripartum card-postpart,"Peripartum cardiomyopathy, postpartum condition or complication",1
10611,67480,Puerp compl NEC-unspec,"Other complications of puerperium, unspecified as to episode of care or not applicable",1
10612,67482,Puerp comp NEC-del w p/p,"Other complications of puerperium, delivered, with mention of postpartum complication",1
10613,67484,Puerp compl NEC-postpart,"Other complications of puerperium, postpartum condition or complication",1
10614,67490,Puerp compl NOS-unspec,"Unspecified complications of puerperium, unspecified as to episode of care or not applicable",1
10615,67492,Puerp comp NOS-del w p/p,"Unspecified complications of puerperium, delivered, with mention of postpartum complication",1
10616,67494,Puerp compl NOS-postpart,"Unspecified complications of puerperium, postpartum condition or complication",1
10617,67500,Infect nipple preg-unsp,"Infections of nipple associated with childbirth, unspecified as to episode of care or not applicable",1
10618,67501,Infect nipple-delivered,"Infections of nipple associated with childbirth, delivered, with or without mention of antepartum condition",1
10619,67502,Infect nipple-del w p/p,"Infections of nipple associated with childbirth, delivered, with mention of postpartum complication",1
10620,67503,Infect nipple-antepartum,"Infections of nipple associated with childbirth, antepartum condition or complication",1
10621,67504,Infect nipple-postpartum,"Infections of nipple associated with childbirth, postpartum condition or complication",1
10622,67510,Breast abscess preg-unsp,"Abscess of breast associated with childbirth, unspecified as to episode of care or not applicable",1
10623,67511,Breast abscess-delivered,"Abscess of breast associated with childbirth, delivered, with or without mention of antepartum condition",1
10624,67512,Breast abscess-del w p/p,"Abscess of breast associated with childbirth, delivered, with mention of postpartum complication",1
10625,67513,Breast abscess-antepart,"Abscess of breast associated with childbirth, antepartum condition or complication",1
10626,67514,Breast abscess-postpart,"Abscess of breast associated with childbirth, postpartum condition or complication",1
10627,67520,Mastitis in preg-unspec,"Nonpurulent mastitis associated with childbirth, unspecified as to episode of care or not applicable",1
10628,67521,Mastitis-delivered,"Nonpurulent mastitis associated with childbirth, delivered, with or without mention of antepartum condition",1
10629,67522,Mastitis-deliv w p/p,"Nonpurulent mastitis associated with childbirth, delivered, with mention of postpartum complication",1
10630,73393,Stress fx tibia/fibula,Stress fracture of tibia or fibula,1
10631,73394,Stress fx metatarsals,Stress fracture of the metatarsals,1
10632,73395,Stress fracture bone NEC,Stress fracture of other bone,1
10633,73396,Stress fx femoral neck,Stress fracture of femoral neck,1
10634,73397,Stress fx shaft femur,Stress fracture of shaft of femur,1
10635,73398,Stress fx pelvis,Stress fracture of pelvis,1
10636,73399,Bone & cartilage dis NEC,Other disorders of bone and cartilage,1
10637,734,Flat foot,Flat foot,1
10638,7350,Hallux valgus,Hallux valgus (acquired),1
10639,7351,Hallux varus,Hallux varus (acquired),1
10640,7352,Hallux rigidus,Hallux rigidus,1
10641,7353,Hallux malleus,Hallux malleus,1
10642,7354,Other hammer toe,Other hammer toe (acquired),1
10643,7355,Claw toe,Claw toe (acquired),1
10644,7358,Acq deformity of toe NEC,Other acquired deformities of toe,1
10645,7359,Acq deformity of toe NOS,Unspecified acquired deformity of toe,1
10646,73600,Forearm deformity NOS,"Unspecified deformity of forearm, excluding fingers",1
10647,73601,Cubitus valgus,Cubitus valgus (acquired),1
10648,73602,Cubitus varus,Cubitus varus (acquired),1
10649,73603,Valgus deformity wrist,Valgus deformity of wrist (acquired),1
10650,73604,Varus deformity wrist,Varus deformity of wrist (acquired),1
10651,73605,Wrist drop,Wrist drop (acquired),1
10652,73606,Claw hand,Claw hand (acquired),1
10653,73607,"Club hand, acquired","Club hand, acquired",1
10654,9640,Poisoning-iron/compounds,Poisoning by iron and its compounds,1
10655,9641,Poison-liver/antianemics,Poisoning by liver preparations and other antianemic agents,1
10656,9642,Poisoning-anticoagulants,Poisoning by anticoagulants,1
10657,9643,Poisoning-vitamin k,Poisoning by vitamin K (phytonadione),1
10658,9644,Poison-fibrinolysis agnt,Poisoning by fibrinolysis-affecting drugs,1
10659,9645,Poisoning-coagulants,Poisoning by anticoagulant antagonists and other coagulants,1
10660,9646,Poisoning-gamma globulin,Poisoning by gamma globulin,1
10661,9647,Poisoning-blood product,Poisoning by natural blood and blood products,1
10662,9648,Poisoning-blood agt NEC,Poisoning by other specified agents affecting blood constituents,1
10663,E8403,Tk off/land-psng aircrft,Accident to powered aircraft at takeoff or landing injuring other occupant of commercial aircraft (powered) in surface to surface transport,1
10664,E8404,Tk off/land-comm crf NEC,Accident to powered aircraft at takeoff or landing injuring occupant of commercial aircraft (powered) in surface to air transport,1
10665,E8405,Tk off/land-aircraft NEC,Accident to powered aircraft at takeoff or landing injuring occupant of other powered aircraft,1
10666,E8406,Tk off/land-unp aircrft,"Accident to powered aircraft at takeoff or landing injuring occupant of unpowered aircraft, except parachutist",1
10667,E8407,Tk off/land-parachutist,Accident to powered aircraft at takeoff or landing injuring parachutist (military) (other),1
10668,E8408,Tk off/land-ground crew,"Accident to powered aircraft at takeoff or landing injuring ground crew, airline employee",1
10669,E8409,Tk off/land-pers NEC,Accident to powered aircraft at takeoff or landing injuring other person,1
10670,E8410,Pow aircraft acc-spcrft,"Accident to powered aircraft, other and unspecified, injuring occupant of spacecraft",1
10671,E8411,Power aircraft acc-milit,"Accident to powered aircraft, other and unspecified, injuring occupant of military aircraft, any",1
10672,E8412,Power aircraft acc-crew,"Accident to powered aircraft, other and unspecified, injuring crew of commercial aircraft (powered) in surface to surface transport",1
10673,E8413,Power aircraft acc-psngr,"Accident to powered aircraft, other and unspecified, injuring other occupant of commercial aircraft (powered) in surface to surface transport",1
10674,E8414,Aircraf acc-occ comm NEC,"Accident to powered aircraft, other and unspecified, injuring occupant of commercial aircraft (powered) in surface to air transport",1
10675,E8415,Oth powered aircraft acc,"Accident to powered aircraft, other and unspecified, injuring occupant of other powered aircraft",1
10676,E8416,Pow airc acc-unp aircr,"Accident to powered aircraft, other and unspecified, injuring occupant of unpowered aircraft, except parachutist",1
10677,E8417,Aircraft acc-parachutist,"Accident to powered aircraft, other and unspecified, injuring parachutist (military) (other)",1
10678,E8418,Aircraft acc-ground crew,"Accident to powered aircraft, other and unspecified, injuring ground crew, airline employee",1
10679,E8419,Aircrft acc NOS-pers NEC,"Accident to powered aircraft, other and unspecified, injuring other person",1
10680,E8426,Unpower aircraft acc-occ,"Accident to unpowered aircraft injuring occupant of unpowered aircraft, except parachutist",1
10681,E8427,Unpow aircrf acc-chutist,Accident to unpowered aircraft injuring parachutist (military) (other),1
10682,E8428,Unpow aircrf acc-gr crew,"Accident to unpowered aircraft injuring ground crew, airline employee",1
10683,E8429,Unpow aircrf acc-per NEC,Accident to unpowered aircraft injuring other person,1
10684,E8430,Fall-occ spacecraft,"Fall in, on, or from aircraft injuring occupant of spacecraft",1
10685,E8431,Fall-milit aircraft occp,"Fall in, on, or from aircraft injuring occupant of military aircraft, any",1
10686,E8432,Fall-crew comm aircraft,"Fall in, on, or from aircraft injuring crew of commercial aircraft (powered) in surface to surface transport",1
10687,E8433,Fall-psng comm aircraft,"Fall in, on, or from aircraft injuring other occupant of commercial aircraft (powered) in surface to surface transport",1
10688,E8434,Fall-occ comm aircrf NEC,"Fall in, on, or from aircraft injuring occupant of commercial aircraft (powered) in surface to air transport",1
10689,E8435,Fall-occup oth aircraft,"Fall in, on, or from aircraft injuring occupant of other powered aircraft",1
10690,E8436,Fall-occ unpower aircraf,"Fall in, on, or from aircraft injuring occupant of unpowered aircraft, except parachutist",1
10691,E8437,Fall-parachutist,"Fall in, on, or from aircraft injuring parachutist (military) (other)",1
10692,E8438,Aircrft fall-ground crew,"Fall in, on, or from aircraft injuring ground crew, airline employee",1
10693,E8439,Aircraft fall-person NEC,"Fall in, on, or from aircraft injuring other person",1
10694,E8440,Aircrft acc NEC-spcrft,Other specified air transport accidents injuring occupant of spacecraft,1
10695,E8441,Aircrft acc NEC-military,"Other specified air transport accidents injuring occupant of military aircraft, any",1
10696,E8442,Aircrft acc NEC-crew,Other specified air transport accidents injuring crew of commercial aircraft (powered) in surface to surface transport,1
10697,E8443,Aircrft acc NEC-pasngr,Other specified air transport accidents injuring other occupant of commercial aircraft (powered) in surface to surface transport,1
10698,E8444,Aircrft acc NEC-comm NEC,Other specified air transport accidents injuring occupant of commercial aircraft (powered) in surface to air transport,1
10699,E8445,Aircrft acc NEC-occp NEC,Other specified air transport accidents injuring occupant of other powered aircraft,1
10700,E8446,Aircr acc NEC-unp aircr,"Other specified air transport accidents injuring occupant of unpowered aircraft, except parachutist",1
10701,E8447,Aircrft acc-parachutist,Other specified air transport accidents injuring parachutist (military) (other),1
10702,E8448,Aircrft acc NEC-grd crew,"Other specified air transport accidents injuring ground crew, airline employee",1
10703,E8449,Aircrft acc NEC-pers NEC,Other specified air transport accidents injuring other person,1
10704,E8450,Spacecraft acc-occupant,Accident involving spacecraft injuring occupant of spacecraft,1
10705,E8458,Spacecraft acc-grnd crew,"Accident involving spacecraft injuring ground crew, airline employee",1
10706,E8459,Spacecraft acc-pers NEC,Accident involving spacecraft injuring other person,1
10707,E846,Indus veh acc on premise,Accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment,1
10708,E847,Cabl car acc not on rail,Accidents involving cable cars not running on rails,1
10709,E848,Oth vehicle acc NEC,"Accidents involving other vehicles, not elsewhere classifiable",1
10710,E8490,Accident in home,Home accidents,1
10711,E8491,Accident on farm,Farm accidents,1
10712,E8492,Accident in mine/quarry,Mine and quarry accidents,1
10713,E8493,Acc on industr premises,Accidents occurring in industrial places and premises,1
10714,E8494,Accid in recreation area,Accidents occurring in place for recreation and sport,1
10715,E9051,Venomous spider bite,Venomous spiders causing poisoning and toxic reactions,1
10716,E9052,Scorpion sting,Scorpion sting causing poisoning and toxic reactions,1
10717,E9053,Hornet/wasp/bee sting,"Sting of hornets, wasps, and bees causing poisoning and toxic reactions",1
10718,E9054,Centipede bite,Centipede and venomous millipede (tropical) bite causing poisoning and toxic reactions,1
10719,E9055,Venomous arthropods NEC,Other venomous arthropods causing poisoning and toxic reactions,1
10720,E9056,Venom sea animals/plants,Venomous marine animals and plants causing poisoning and toxic reactions,1
